number_of_line_of_code,average_number_of_lines_of_code,average_cyclomatic_complexity_number,average_token_count,function_count,warning_count,function_rate,number_of_line_of_code_rate,code_quality_rate
282,10.7,1.1,56.8,26,0,0,0,great
157,5.6,1.6,26,25,0,0,0,great
249,6.7,2.1,35.7,31,1,0.03,0.18,not bad
88,0,0,0,1,0,0,0,the best
174,0,0,0,1,0,0,0,the best
186,3,1,10,1,0,0,0,the best
863,8,1.8,71.5,111,0,0,0,not bad
46,6.2,3,61.8,4,0,0,0,great
284,7,2.5,52.6,36,0,0,0,good
284,7,2.5,52.6,36,0,0,0,good
425,5.5,2.2,41.2,54,0,0,0,good
48,4.6,1,24.2,12,0,0,0,best
358,5.2,1.7,26.4,60,0,0,0,medium
254,8.9,1,49,28,0,0,0,great
166,5.3,1.3,28,26,0,0,0,great
61,5,1,24,11,0,0,0,the best
99,16.8,2.6,90.2,5,0,0,0,good
414,5.3,1.6,27.7,71,0,0,0,medium
28,5,1.2,27.2,4,0,0,0,the best
128,6.9,2.6,42.4,20,0,0,0,best
184,9.3,2.8,76.1,18,0,0,0,great
846,17.2,1.8,67.7,51,0,0,0,good
16,5,1,19,1,0,0,0,the best
61,5,1,24,11,0,0,0,the best
408,10.6,1.2,44.5,38,0,0,0,good
118,5,1.4,16.6,19,0,0,0,best
1222,8.1,1.1,31.9,141,0,0,0,not bad
182,6.5,2.4,36.9,22,0,0,0,best
182,6.5,2.4,36.9,22,0,0,0,best
163,6.5,1.8,36.5,21,0,0,0,best
225,9.8,1,46,4,0,0,0,best
178,0,0,0,1,0,0,0,the best
408,10.6,1.2,44.5,38,0,0,0,good
74,7.7,2.1,37.4,9,0,0,0,best
88,0,0,0,1,0,0,0,the best
74,5.2,1,25,10,0,0,0,the best
1311,9.5,1,55.2,126,0,0,0,not bad
1202,3.2,1,10.4,28,0,0,0,great
182,6.5,2.4,36.9,22,0,0,0,best
3606,3,1.1,10.8,62,0,0,0,medium
85,3.7,1,19.7,3,0,0,0,the best
85,4,1,11,1,0,0,0,the best
747,9.5,3.5,31.4,11,1,0.09,0.64,not bad
117,4,1.2,15.3,25,0,0,0,great
156,5.7,1.7,31.9,25,0,0,0,great
232,6.1,1.6,34.1,34,0,0,0,good
295,7.1,1.9,34.9,22,0,0,0,best
609,7.5,1.1,58.4,80,0,0,0,medium
425,5.5,2.2,41.2,54,0,0,0,good
1311,9.5,1,55.2,126,0,0,0,not bad
150,7.9,2.6,36.2,14,0,0,0,best
233,3,1,10.1,7,0,0,0,the best
863,8,1.8,71.5,111,0,0,0,not bad
122,6.6,1,24.1,17,0,0,0,best
212,9,1.2,38.3,22,0,0,0,best
408,10.6,1.2,44.5,38,0,0,0,good
,,,,,,,,the best
433,8.5,1.1,46.6,47,0,0,0,good
3606,3,1.1,10.8,62,0,0,0,medium
233,3,1,10.1,7,0,0,0,the best
128,5,1.2,19.9,24,0,0,0,great
681,6.4,2.1,32.5,99,0,0,0,medium
3606,3,1.1,10.8,62,0,0,0,medium
40,0,0,0,1,0,0,0,the best
725,2.2,1.2,8.6,5,0,0,0,the best
725,2.2,1.2,8.6,5,0,0,0,the best
77,3.1,1.1,6.5,22,0,0,0,best
16,5,1.5,34,2,0,0,0,best
466,6.3,1,37,67,0,0,0,medium
129,8,1.1,47.1,14,0,0,0,best
356,4.4,1.4,16.6,63,0,0,0,medium
16,5,2,17.5,2,0,0,0,the best
252,4.9,1.1,21.2,49,0,0,0,good
1218,7.2,2.4,38.6,153,2,0.01,0.07,not bad
736,6.3,1.7,37.4,19,0,0,0,best
736,6.3,1.7,37.4,19,0,0,0,best
148,4.9,1.4,36,14,0,0,0,best
